Rank,Rank100,Rank300,Rank500,Player,@001nic2nÏco3vöe,Age,Points,TournamentPlayed,Weightkg,Heightcm,Win,Lose,Prizemoney,Aces,DoubleFaults,@1stServe,@1stServePointsWon,@2ndServePointsWon,BreakPointsFaced,BreakPointsSaved,ServiceGamesPlayed,ServiceGamesWon,TotalServicePointsWon,@1stServeReturnPointsWon,@2ndServeReturnPointsWon,BreakPointsOpportunities,BreakPointsConverted,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,TotalPointsWon,VAR00001
1222,10,4,3,Courtney John Lock,1,26,5,6,88.0,193,0,1,0,,,,,,,,,,,,,,,,,,, 
1222,10,4,3,Maxime Hamou,1,27,5,6,75.0,185,0,0,1618,,,,,,,,,,,,,,,,,,, 
1222,10,4,3,Michael Agwi,1,19,5,6,,,0,0,1810,,,,,,,,,,,,,,,,,,, 
1225,10,4,3,Egor Noskin,1,22,5,6,81.0,185,0,0,1450,,,,,,,,,,,,,,,,,,, 
1225,10,4,3,Geun Jun Kim,1,21,5,6,,,0,0,1868,,,,,,,,,,,,,,,,,,, 
1225,10,4,3,Cesar Ramirez,0,32,5,6,85.0,,0,0,1800,,,,,,,,,,,,,,,,,,, 
1225,10,4,3,Federico Bondioli,1,17,5,6,,,0,0,1732,,,,,,,,,,,,,,,,,,, 
1225,10,4,3,Valentin Lapalu,1,20,5,6,,,0,0,1732,,,,,,,,,,,,,,,,,,, 
1225,10,4,3,Warren Wood,1,29,5,6,,,0,0,1524,,,,,,,,,,,,,,,,,,, 
1231,10,4,3,Matheus Amorim De Lima,1,17,5,7,,,0,0,2272,,,,,,,,,,,,,,,,,,, 
1231,10,4,3,Alon Elia,1,27,5,7,,,0,0,2171,,,,,,,,,,,,,,,,,,, 
1233,10,4,3,Aleksander Orlikowski,1,19,5,7,78.0,180,0,0,1758,,,,,,,,,,,,,,,,,,, 
1234,10,4,3,Andrej Nedic,0,18,5,7,,,0,1,2071,,,,,,,,,,,,,,,,,,, 
1234,10,4,3,Mert Naci Turker,1,24,5,7,,,0,0,1784,,,,,,,,,,,,,,,,,,, 
1236,10,4,3,Eyal Shyovitz,1,18,5,7,,,0,0,1946,,,,,,,,,,,,,,,,,,, 
1237,10,4,3,Federico Bertuccioli,1,24,5,8,80.0,180,0,0,2250,,,,,,,,,,,,,,,,,,, 
1237,10,4,3,Mateo Barreiros Reyes,1,22,5,8,73.0,178,0,0,2650,,,,,,,,,,,,,,,,,,, 
1237,10,4,3,Benjamin Pietri,1,26,5,8,78.0,183,0,0,2467,,,,,,,,,,,,,,,,,,, 
1237,10,4,3,Jonathan Baron,1,20,5,8,,,0,0,2155,,,,,,,,,,,,,,,,,,, 
1241,10,4,3,Jan Sebesta,1,19,5,8,82.0,180,0,0,2833,,,,,,,,,,,,,,,,,,, 
1241,10,4,3,Alexander Hoogmartens,1,20,5,8,,,0,0,2406,,,,,,,,,,,,,,,,,,, 
1243,10,4,3,Mitsuki Wei Kang Leong,1,18,5,8,67.0,175,0,0,2320,,,,,,,,,,,,,,,,,,, 
1243,10,4,3,Constantin Frantzen,1,24,5,8,88.0,193,,,,,,,,,,,,,,,,,,,,,, 
1243,10,4,3,Zsombor Velcz,1,20,5,8,78.0,183,0,0,2112,,,,,,,,,,,,,,,,,,, 
1243,10,4,3,Lewie Lane,1,21,5,8,,,0,0,2216,,,,,,,,,,,,,,,,,,, 
1243,10,4,3,Ben Weintraub,1,19,5,8,,,0,0,2112,,,,,,,,,,,,,,,,,,, 
1243,10,4,3,Roland Stuurman,1,23,5,8,,,0,0,1836,,,,,,,,,,,,,,,,,,, 
1249,10,4,3,Marko Andrejic,1,19,5,9,,,0,0,2280,,,,,,,,,,,,,,,,,,, 
1250,10,4,3,Benjamin Sigouin,1,23,5,9,81.0,191,0,0,2896,,,,,,,,,,,,,,,,,,, 
1250,10,4,3,Attila Boros,1,19,5,9,,,0,0,2096,,,,,,,,,,,,,,,,,,, 
1252,10,4,3,Michal Dembek,1,25,5,10,88.0,196,,,,,,,,,,,,,,,,,,,,,, 
1252,10,4,3,Arslanbek Temirhanov,1,19,5,10,,,0,0,2822,,,,,,,,,,,,,,,,,,, 
1252,10,4,3,Nico Hornitschek,1,22,5,10,,,0,0,2286,,,,,,,,,,,,,,,,,,, 
1255,10,4,3,Hong Kit Wong,0,24,5,10,,,1,1,2528,,,,,,,,,,,,,,,,,,, 
1255,10,4,3,Mihai Razvan Marinescu,1,21,5,10,,,0,0,2471,,,,,,,,,,,,,,,,,,, 
1257,10,4,3,Bryce Nakashima,1,18,5,10,,,0,0,2450,,,,,,,,,,,,,,,,,,, 
1258,10,4,3,Mateo Del Pino,1,19,5,11,61.0,173,0,0,2910,,,,,,,,,,,,,,,,,,, 
1259,10,4,3,Francisco Llanes,1,20,5,11,78.0,178,,,,,,,,,,,,,,,,,,,,,, 
1260,10,4,3,Issei Okamura,1,30,5,11,68.0,170,0,0,3236,,,,,,,,,,,,,,,,,,, 
1260,10,4,3,Ozan Baris,1,18,5,11,84.0,185,0,0,2616,,,,,,,,,,,,,,,,,,, 
1260,10,4,3,Gerard Planelles Ripoll,1,19,5,11,,,0,0,2868,,,,,,,,,,,,,,,,,,, 
1263,10,4,3,Sheng Tang,1,,5,11,,,0,0,2226,,,,,,,,,,,,,,,,,,, 
1264,10,4,3,Patrik Niklas-Salminen,1,25,5,12,90.0,188,,,,,,,,,,,,,,,,,,,,,, 
1264,10,4,3,Tiago Cacao,1,24,5,12,82.0,185,0,0,6076,,,,,,,,,,,,,,,,,,, 
1264,10,4,3,Luca Fantini,1,22,5,12,,,0,0,2580,,,,,,,,,,,,,,,,,,, 
1267,10,4,3,Miguel Garcia,1,26,5,12,75.0,183,0,0,2934,,,,,,,,,,,,,,,,,,, 
1268,10,4,3,Ivan Denisov,1,22,5,13,73.0,180,0,0,2996,,,,,,,,,,,,,,,,,,, 
1269,10,4,3,Luc Koenig,1,19,5,13,77.0,185,0,0,2642,,,,,,,,,,,,,,,,,,, 
1270,10,4,3,Volodoymyr Uzhylovskyi,1,34,5,14,102.0,196,0,0,3690,,,,,,,,,,,,,,,,,,, 
1271,10,4,3,Paulo Andre Saraiva Dos Santos,1,22,5,14,78.0,180,0,0,3496,,,,,,,,,,,,,,,,,,, 
1272,10,4,3,Abhinav Sanjeev Shanmugam,1,24,5,15,69.0,178,0,0,3318,,,,,,,,,,,,,,,,,,, 
1273,10,4,3,Miguel Angel Reyes-Varela,1,35,4,1,69.0,175,,,,,,,,,,,,,,,,,,,,,, 
1273,10,4,3,Tak Khunn Wang,1,31,4,1,68.0,175,0,0,753,,,,,,,,,,,,,,,,,,, 
1273,10,4,3,Karol Drzewiecki,1,27,4,1,88.0,191,0,0,1172,,,,,,,,,,,,,,,,,,, 
1273,10,4,3,Alexander Merino,1,30,4,1,78.0,183,0,0,1889,,,,,,,,,,,,,,,,,,, 
1273,10,4,3,Andreja Petrovic,1,22,4,1,77.0,188,0,0,753,,,,,,,,,,,,,,,,,,, 
1273,10,4,3,Alexander Vasilenko,1,27,4,1,,,0,0,753,,,,,,,,,,,,,,,,,,, 
1273,10,4,3,Robert Cash,1,21,4,1,,,0,0,520,,,,,,,,,,,,,,,,,,, 
1280,10,4,3,Philip Henning,1,22,4,2,,,0,1,1013,,,,,,,,,,,,,,,,,,, 
1281,10,4,3,Fabien Reboul,1,27,4,2,83.0,185,,,,,,,,,,,,,,,,,,,,,, 
1281,10,4,3,Damien Salvestre,1,20,4,2,,,0,0,876,,,,,,,,,,,,,,,,,,, 
1283,10,4,3,Gianluca Di Nicola,1,27,4,3,,,0,0,1533,,,,,,,,,,,,,,,,,,, 
1283,10,4,3,Ryan Seggerman,1,23,4,3,,,0,0,1429,,,,,,,,,,,,,,,,,,, 
1283,10,4,3,Stylianos Christodoulou,0,18,4,3,,,0,1,1273,,,,,,,,,,,,,,,,,,, 
1286,10,4,3,Antoine Cornut-Chauvinc,1,22,4,3,83.0,188,0,0,1396,,,,,,,,,,,,,,,,,,, 
1287,10,4,3,Massimo Giunta,1,18,4,3,,,0,0,1530,,,,,,,,,,,,,,,,,,, 
1287,10,4,3,Mauro De Maio,1,21,4,3,,,0,0,1126,,,,,,,,,,,,,,,,,,, 
1289,10,4,3,Leanid Boika,1,18,4,4,82.0,188,0,0,1221,,,,,,,,,,,,,,,,,,, 
1289,10,4,3,Felipe Hernandez,1,22,4,4,73.0,175,0,0,1248,,,,,,,,,,,,,,,,,,, 
1291,10,4,3,Marc Antoine Gaillard,1,20,4,4,,,0,0,1680,,,,,,,,,,,,,,,,,,, 
1292,10,4,3,Iiro Vasa,1,20,4,4,76.0,183,0,0,1126,,,,,,,,,,,,,,,,,,, 
1292,10,4,3,Siem Woldeab,1,21,4,4,,,0,0,1282,,,,,,,,,,,,,,,,,,, 
1292,10,4,3,Roni Mikael Hietaranta,1,21,4,4,,,0,0,1110,,,,,,,,,,,,,,,,,,, 
1292,10,4,3,Alessio Vasquez Gehrke,1,19,4,4,,,0,0,1110,,,,,,,,,,,,,,,,,,, 
1296,10,4,3,Ronald Hohmann,1,21,4,5,75.0,178,0,0,1689,,,,,,,,,,,,,,,,,,, 
1296,10,4,3,Simeon Terziev,1,20,4,5,,,0,0,1481,,,,,,,,,,,,,,,,,,, 
1298,10,4,3,Martim Leote Prata,1,22,4,5,,,0,0,1794,,,,,,,,,,,,,,,,,,, 
1299,10,4,3,Luke Johnson,1,28,4,5,83.0,183,0,0,1801,,,,,,,,,,,,,,,,,,, 
1299,10,4,3,Carlo Alberto Fossati,1,23,4,5,,,0,0,1552,,,,,,,,,,,,,,,,,,, 
1301,10,4,3,Perry Gregg,1,22,4,5,95.0,198,0,0,1370,,,,,,,,,,,,,,,,,,, 
1301,10,4,3,Kenta Miyoshi,1,18,4,5,70.0,185,0,0,1088,,,,,,,,,,,,,,,,,,, 
1301,10,4,3,Jake Delaney,1,25,4,5,80.0,188,0,0,1924,,,,,,,,,,,,,,,,,,, 
1304,10,4,3,Vojtech Petr,1,,4,6,,,0,0,1761,,,,,,,,,,,,,,,,,,, 
1304,10,4,3,Vivien Versier,1,25,4,6,,,,,,,,,,,,,,,,,,,,,,,, 
1306,10,4,3,Siddhant Banthia,1,22,4,6,67.0,180,0,0,1422,,,,,,,,,,,,,,,,,,, 
1306,10,4,3,Shohei Chikami,1,24,4,6,73.0,173,0,0,1526,,,,,,,,,,,,,,,,,,, 
1306,10,4,3,Zaharije-Zak Talic,1,24,4,6,76.0,178,0,0,1848,,,,,,,,,,,,,,,,,,, 
1306,10,4,3,Bastian Malla,1,26,4,6,,,0,0,1828,,,,,,,,,,,,,,,,,,, 
1310,10,4,3,Felipe De Dios,1,19,4,6,63.0,170,0,0,1620,,,,,,,,,,,,,,,,,,, 
1310,10,4,3,Santiago Bramajo,1,22,4,6,,,0,0,1990,,,,,,,,,,,,,,,,,,, 
1310,10,4,3,Miles Jones,1,21,4,6,,,0,0,1448,,,,,,,,,,,,,,,,,,, 
1310,10,4,3,Dev Javia,1,20,4,6,,,0,0,1102,,,,,,,,,,,,,,,,,,, 
1314,10,4,3,Enrique Pena,1,18,4,7,73.0,185,0,0,1006,,,,,,,,,,,,,,,,,,, 
1315,10,4,3,Axel Nefve,1,22,4,7,88.0,193,0,0,1890,,,,,,,,,,,,,,,,,,, 
1316,10,4,3,Alessandro Pecci,1,21,4,7,95.0,198,0,0,2066,,,,,,,,,,,,,,,,,,, 
1316,10,4,3,Marvin Netuschil,1,31,4,7,80.0,183,0,0,1708,,,,,,,,,,,,,,,,,,, 
1316,10,4,3,Mao Takada,1,25,4,7,,,0,0,2156,,,,,,,,,,,,,,,,,,, 
1316,10,4,3,Madhwin Kamath,1,21,4,7,,,0,0,1776,,,,,,,,,,,,,,,,,,, 
1316,10,4,3,Valerio Perruzza,1,22,4,7,,,0,0,1604,,,,,,,,,,,,,,,,,,, 
1321,10,4,3,Rodrigo Pacheco Mendez,3,17,4,8,73.0,188,0,1,15410,0,3,.72,.48,.38,4,.00,7.000,.43,.46,.21,.47,2,.00,6.000,.00,.31,.39, 
1322,10,4,3,Liam Gavrielides,1,18,4,8,81.0,188,0,0,2535,,,,,,,,,,,,,,,,,,, 
1322,10,4,3,Mateo Bejenaru,1,21,4,8,84.0,193,0,0,2046,,,,,,,,,,,,,,,,,,, 
1322,10,4,3,Jody Maginley,1,27,4,8,88.0,193,0,0,1838,,,,,,,,,,,,,,,,,,, 
1322,10,4,3,Benedikt Henning,1,25,4,8,78.0,185,0,0,2098,,,,,,,,,,,,,,,,,,, 
1322,10,4,3,Daniel Paty,1,23,4,8,,,0,0,2218,,,,,,,,,,,,,,,,,,, 
1322,10,4,3,Alejandro Turriziani Alvarez,1,19,4,8,,,0,0,1969,,,,,,,,,,,,,,,,,,, 
1322,10,4,3,Ye Cong Mo,1,22,4,8,,,0,0,1734,,,,,,,,,,,,,,,,,,, 
1322,10,4,3,Qian Sun,1,21,4,8,,,0,0,1734,,,,,,,,,,,,,,,,,,, 
1330,10,4,3,Dominik Recek,1,27,4,8,80.0,191,0,0,2326,,,,,,,,,,,,,,,,,,, 
1330,10,4,3,Pavel Shumeiko,1,22,4,8,,,0,0,2104,,,,,,,,,,,,,,,,,,, 
1330,10,4,3,Jakub Kroslak,1,19,4,8,,,0,0,2036,,,,,,,,,,,,,,,,,,, 
1333,10,4,3,Rafael Giotis,1,22,4,9,73.0,175,0,0,1994,,,,,,,,,,,,,,,,,,, 
1334,10,4,3,Tuncay Duran,1,18,4,9,80.0,191,0,0,2150,,,,,,,,,,,,,,,,,,, 
1334,10,4,3,Hernando Jose Escurra Isnardi,0,25,4,9,80.0,183,0,1,2468,,,,,,,,,,,,,,,,,,, 
1334,10,4,3,Giuseppe La Vela,1,22,4,9,,,0,0,2744,,,,,,,,,,,,,,,,,,, 
1337,10,4,3,Shay Bar Menahem,1,19,4,10,,,0,0,2616,,,,,,,,,,,,,,,,,,, 
1338,10,4,3,Luis Britto,1,29,4,10,75.0,178,0,0,2280,,,,,,,,,,,,,,,,,,, 
1338,10,4,3,John Sperle,1,20,4,10,,,0,0,2374,,,,,,,,,,,,,,,,,,, 
1340,10,4,3,Matthew William Donald,1,18,4,10,68.0,175,0,0,2693,,,,,,,,,,,,,,,,,,, 
1340,10,4,3,Edouard Villoslada,1,22,4,10,72.0,180,0,0,2072,,,,,,,,,,,,,,,,,,, 
1340,10,4,3,Lukas Hellum-Lilleengen,0,22,4,10,75.0,180,0,1,2416,,,,,,,,,,,,,,,,,,, 
1343,10,4,3,Miguel Gomes,1,19,4,11,83.0,191,0,0,3797,,,,,,,,,,,,,,,,,,, 
1344,10,4,3,Peter Goldsteiner,1,32,4,11,65.0,173,0,0,3077,,,,,,,,,,,,,,,,,,, 
1344,10,4,3,Jesse De Jager,1,20,4,11,,,0,0,2306,,,,,,,,,,,,,,,,,,, 
1346,10,4,3,Pruchya Isaro,1,27,4,11,70.0,175,0,0,2942,,,,,,,,,,,,,,,,,,, 
1346,10,4,3,Thomas Pavlekovich Smith,1,21,4,11,83.0,185,0,0,2886,,,,,,,,,,,,,,,,,,, 
1346,10,4,3,Berk Ilkel,1,21,4,11,78.0,180,0,0,2996,,,,,,,,,,,,,,,,,,, 
1346,10,4,3,Sean Hess,1,21,4,11,72.0,178,0,0,2286,,,,,,,,,,,,,,,,,,, 
1346,10,4,3,Jonas Schaer,1,22,4,11,78.0,188,0,0,3160,,,,,,,,,,,,,,,,,,, 
1346,10,4,3,Adam Jones,1,24,4,11,,,0,0,2952,,,,,,,,,,,,,,,,,,, 
1352,10,4,3,Enzo Frances Tessari,1,18,4,12,,,0,0,2353,,,,,,,,,,,,,,,,,,, 
1353,10,4,3,Juan Sebastian Osorio,1,25,4,13,86.0,188,0,0,2696,,,,,,,,,,,,,,,,,,, 
1353,10,4,3,Romain Faucon,1,20,4,13,,,0,0,3092,,,,,,,,,,,,,,,,,,, 
1355,10,4,3,Sean Hodkin,1,24,4,14,90.0,185,0,0,4176,,,,,,,,,,,,,,,,,,, 
1356,10,4,3,Pietro Pampanin,1,19,4,14,78.0,183,0,0,3688,,,,,,,,,,,,,,,,,,, 
1357,10,4,3,Alexis Canter,1,24,4,14,72.0,180,0,0,3112,,,,,,,,,,,,,,,,,,, 
1358,10,4,3,Adam Jurajda,1,19,4,15,,,0,0,3388,,,,,,,,,,,,,,,,,,, 
1359,10,4,3,Olivier Rojas,1,21,4,15,,,0,0,2924,,,,,,,,,,,,,,,,,,, 
1360,10,4,3,Chanchai Sookton-eng,1,26,4,18,75.0,178,0,0,4131,,,,,,,,,,,,,,,,,,, 
1361,10,4,3,Faris Zakaryia,1,21,4,20,,,0,0,3632,,,,,,,,,,,,,,,,,,, 
1362,10,4,3,Guilherme Clezar,1,29,3,1,77.0,180,0,0,730,,,,,,,,,,,,,,,,,,, 
1362,10,4,3,Piotr Matuszewski,1,24,3,1,85.0,188,0,0,1120,,,,,,,,,,,,,,,,,,, 
1364,10,4,3,Cesar Bouchelaghem,1,18,3,2,,,0,0,990,,,,,,,,,,,,,,,,,,, 
1364,10,4,3,Jonathan Sorbo,1,,3,2,,,0,0,990,,,,,,,,,,,,,,,,,,, 
1366,10,4,3,Hendrik Jebens,1,27,3,2,91.0,196,0,0,715,,,,,,,,,,,,,,,,,,, 
1366,10,4,3,Lorenzo Sciahbasi,1,17,3,2,79.0,188,0,0,696,,,,,,,,,,,,,,,,,,, 
1366,10,4,3,Baptiste Crepatte,1,28,3,2,73.0,185,0,0,696,,,,,,,,,,,,,,,,,,, 
1366,10,4,3,Martin Borisiouk,1,22,3,2,82.0,191,0,0,956,,,,,,,,,,,,,,,,,,, 
1370,10,4,3,Ryusuke Horiuchi,1,24,3,3,,,0,0,1250,,,,,,,,,,,,,,,,,,, 
1370,10,4,3,Michael Minasyan,1,19,3,3,,,0,0,1146,,,,,,,,,,,,,,,,,,, 
1370,10,4,3,Oliver Tarvet,1,19,3,3,,,0,0,1146,,,,,,,,,,,,,,,,,,, 
1373,10,4,3,Dhakshineswar Suresh,1,22,3,3,66.0,193,0,0,852,,,,,,,,,,,,,,,,,,, 
1373,10,4,3,Nikola Basic,1,21,3,3,,,0,0,1110,,,,,,,,,,,,,,,,,,, 
1373,10,4,3,Reda Bennani,1,15,3,3,,,0,0,1024,,,,,,,,,,,,,,,,,,, 
1373,10,4,3,Daniel Salazar,1,21,3,3,,,0,0,956,,,,,,,,,,,,,,,,,,, 
1373,10,4,3,Ishaan Ravichander,1,20,3,3,,,0,0,852,,,,,,,,,,,,,,,,,,, 
1373,10,4,3,Matic Spec,1,27,3,3,,,0,0,852,,,,,,,,,,,,,,,,,,, 
1373,10,4,3,Aditya Vishal Balsekar,1,20,3,3,,,0,0,852,,,,,,,,,,,,,,,,,,, 
1380,10,4,3,Artem Dubrivnyy,1,23,3,3,75.0,183,0,0,1118,,,,,,,,,,,,,,,,,,, 
1380,10,4,3,Allan Deschamps,1,21,3,3,,,0,0,1118,,,,,,,,,,,,,,,,,,, 
1380,10,4,3,Yair Sarouk,1,21,3,3,,,0,0,1118,,,,,,,,,,,,,,,,,,, 
1383,10,4,3,Takeru Yuzuki,1,24,3,4,95.0,196,0,0,1302,,,,,,,,,,,,,,,,,,, 
1383,10,4,3,Dennis Novikov,1,29,3,4,91.0,193,0,0,1406,,,,,,,,,,,,,,,,,,, 
1383,10,4,3,Carles Hernandez,1,21,3,4,72.0,175,0,0,1198,,,,,,,,,,,,,,,,,,, 
1386,10,4,3,Lamine Ouahab,1,38,3,4,83.0,185,0,0,2945,,,,,,,,,,,,,,,,,,, 
1386,10,4,3,Yvo Panak,1,27,3,4,78.0,185,0,0,1112,,,,,,,,,,,,,,,,,,, 
1386,10,4,3,Fardeen Qamar,1,21,3,4,,,0,0,1216,,,,,,,,,,,,,,,,,,, 
1386,10,4,3,Sean Van Rensburg,1,22,3,4,,,0,0,1210,,,,,,,,,,,,,,,,,,, 
1386,10,4,3,Hiroyasu Ehara,1,31,3,4,,,0,0,1180,,,,,,,,,,,,,,,,,,, 
1386,10,4,3,Hayato Matsuoka,1,17,3,4,,,0,0,1112,,,,,,,,,,,,,,,,,,, 
1386,10,4,3,Tanapatt Nirundorn,1,18,3,4,,,0,0,1008,,,,,,,,,,,,,,,,,,, 
1393,10,4,3,Hayden Jones,1,16,3,4,65.0,175,0,0,1104,,,,,,,,,,,,,,,,,,, 
1393,10,4,3,Thomas Braithwaite,1,23,3,4,85.0,185,0,0,1550,,,,,,,,,,,,,,,,,,, 
1393,10,4,3,Mateusz Terczynski,1,26,3,4,82.0,191,,,,,,,,,,,,,,,,,,,,,, 
1393,10,4,3,Francesco Ferrari,1,25,3,4,75.0,180,0,0,1102,,,,,,,,,,,,,,,,,,, 
1393,10,4,3,Yannick Wunderlich,1,19,3,4,,,0,0,1206,,,,,,,,,,,,,,,,,,, 
1398,10,4,3,Matheus Bueres,1,19,3,5,,,0,0,1822,,,,,,,,,,,,,,,,,,, 
1399,10,4,3,Bogdan Borza,1,25,3,5,88.0,185,0,0,1268,,,,,,,,,,,,,,,,,,, 
1399,10,4,3,Jaden Weekes,1,18,3,5,77.0,183,0,0,8173,,,,,,,,,,,,,,,,,,, 
1399,10,4,3,George Tsivadze,1,29,3,5,85.0,191,0,0,1544,,,,,,,,,,,,,,,,,,, 
1399,10,4,3,Jeroen Vanneste,1,28,3,5,73.0,183,0,0,1372,,,,,,,,,,,,,,,,,,, 
1399,10,4,3,Jaycer Lyeons,1,22,3,5,75.0,180,0,0,1294,,,,,,,,,,,,,,,,,,, 
1399,10,4,3,Rowland Phillips,0,28,3,5,,,1,1,1372,,,,,,,,,,,,,,,,,,, 
1405,10,4,3,Theo Papamalamis,1,16,3,5,82.0,183,0,0,1362,,,,,,,,,,,,,,,,,,, 
1405,10,4,3,Alessandro Cortegiani,1,26,3,5,79.0,178,0,0,1706,,,,,,,,,,,,,,,,,,, 
1405,10,4,3,Ondrej Horak,1,20,3,5,75.0,180,0,0,1382,,,,,,,,,,,,,,,,,,, 
1405,10,4,3,Joshua Charlton,1,,3,5,,,0,0,1664,,,,,,,,,,,,,,,,,,, 
1405,10,4,3,Arthur Neuhaus,1,23,3,5,,,0,0,1466,,,,,,,,,,,,,,,,,,, 
1410,10,4,3,Amador Salazar,1,21,3,6,72.0,173,0,0,1788,,,,,,,,,,,,,,,,,,, 
1410,10,4,3,Tae-Woo Lee,1,31,3,6,78.0,180,0,0,1320,,,,,,,,,,,,,,,,,,, 
1410,10,4,3,Petros Tsitsipas,0,22,3,6,76.0,185,1,1,3318,,,,,,,,,,,,,,,,,,, 
1410,10,4,3,Ha Minh Duc Vu,1,19,3,6,,,0,0,1804,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Aaron Cohen,1,20,3,6,68.0,173,0,0,1749,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Trey Hilderbrand,1,22,3,6,86.0,196,0,0,990,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Matthias Ujvary,1,18,3,6,71.0,180,0,0,1346,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Giacomo Revelli,1,20,3,6,,,0,0,1794,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,FranÁois Musitelli,1,24,3,6,,,0,0,1726,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Joe Tyler,1,24,3,6,,,0,0,1518,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Linang Xiao,1,22,3,6,,,0,0,1242,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Christian Oliveira,1,23,3,6,,,,,,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Vicente Oliver Moratalla,1,23,3,6,,,,,,,,,,,,,,,,,,,,,,,, 
1414,10,4,3,Toufik Sahtali,1,23,3,6,,,,,,,,,,,,,,,,,,,,,,,, 
1424,10,4,3,Kuan-Yi Lee,1,26,3,7,69.0,178,0,0,1476,,,,,,,,,,,,,,,,,,, 
1424,10,4,3,Gian Matias Di Natale,1,25,3,7,70.0,178,0,0,2077,,,,,,,,,,,,,,,,,,, 
1424,10,4,3,Tomas Lanik,1,20,3,7,,,0,0,2229,,,,,,,,,,,,,,,,,,, 
1424,10,4,3,Jan Kupcic,1,21,3,7,,,0,0,1856,,,,,,,,,,,,,,,,,,, 
1424,10,4,3,Ryan Dickerson,1,25,3,7,,,0,0,1580,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Pablo Carretero,1,21,3,7,68.0,168,0,0,2322,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Bharath Nishok Kumaran,1,24,3,7,65.0,173,0,0,1674,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Andres Gabriel Ciurletti,1,24,3,7,72.0,175,0,0,1987,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Leonardo Catani,1,23,3,7,81.0,191,0,0,1606,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Federico Marchetti,1,22,3,7,83.0,,0,0,2054,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Hamish Stewart,1,23,3,7,,,0,0,1606,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Tiago Pereira,1,18,3,7,,,0,0,1570,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Philip Bachmaier,1,26,3,7,,,0,0,1502,,,,,,,,,,,,,,,,,,, 
1429,10,4,3,Lorenzo Vatteroni,1,22,3,7,,,0,0,1398,,,,,,,,,,,,,,,,,,, 
1438,10,4,3,Juan Manuel La Serna,1,18,3,8,81.0,188,0,0,2189,,,,,,,,,,,,,,,,,,, 
1438,10,4,3,Corey Gaal,1,24,3,8,83.0,188,0,0,2350,,,,,,,,,,,,,,,,,,, 
1438,10,4,3,Nicolo Pozzani,1,20,3,8,,,0,0,1908,,,,,,,,,,,,,,,,,,, 
1438,10,4,3,Nikolay Nedelchev,1,19,3,8,,,0,0,1736,,,,,,,,,,,,,,,,,,, 
1442,10,4,3,Simone Agostini,1,25,3,8,80.0,185,0,0,1988,,,,,,,,,,,,,,,,,,, 
1442,10,4,3,Jimmy Yang,1,25,3,8,,,0,0,1898,,,,,,,,,,,,,,,,,,, 
1442,10,4,3,Niklas Waldner,1,21,3,8,,,0,0,1674,,,,,,,,,,,,,,,,,,, 
1442,10,4,3,Austin Ansari Ansari,1,28,3,8,,,0,0,1554,,,,,,,,,,,,,,,,,,, 
1442,10,4,3,Majun Li,1,17,3,8,,,0,0,1554,,,,,,,,,,,,,,,,,,, 
1447,10,4,3,Egor Agafonov,1,20,3,9,76.0,185,0,0,1996,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Hanyi Liu,1,21,3,9,88.0,185,0,0,2262,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Congsup Congcar,1,26,3,9,68.0,175,0,0,2585,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Bozo Barun,1,21,3,9,80.0,185,0,0,2738,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Alberto Odiseo Alvarado Berrospi,1,22,3,9,81.0,188,0,0,1918,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Billy Blaydes,1,19,3,9,,,0,0,2642,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Stefano D'Agostino,1,19,3,9,,,0,0,2366,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Tomislav Jotovski,1,32,3,9,,,0,0,1986,,,,,,,,,,,,,,,,,,, 
1448,10,4,3,Nishant Dabas,1,19,3,9,,,0,0,1710,,,,,,,,,,,,,,,,,,, 
1456,10,4,3,Christian Lakoseljac,1,24,3,10,77.0,183,0,0,2454,,,,,,,,,,,,,,,,,,, 
1457,10,4,3,Chukang Wang,1,23,3,10,64.0,173,0,0,1866,,,,,,,,,,,,,,,,,,, 
